## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[SLX-18684.D712rna_D506rna.HKMGVDRXX.s_2.Star_Aligned.sortedByCoord.out.bam] OUTPUT=SLX-18684.D712rna_D506rna.HKMGVDRXX.s_2.marked_duplicates.bam METRICS_FILE=SLX-18684.D712rna_D506rna.HKMGVDRXX.s_2.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 08 14:40:26 BST 2020

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	466	6439695	3120538	0	311	4333270	147124	0.6729	2241810

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
332.0	0	7	0	3
333.0	0	4	0	6
334.0	0	4	0	7
335.0	0	4	0	3
336.0	0	4	0	7
337.0	0	2	0	6
338.0	0	5	0	8
339.0	0	6	0	5
340.0	0	4	0	4
341.0	0	8	0	4
342.0	0	8	0	4
343.0	0	4	0	2
344.0	0	4	0	5
345.0	0	5	0	3
346.0	0	3	0	7
347.0	0	4	0	7
348.0	0	6	0	2
349.0	0	4	0	5
350.0	0	6	0	4
351.0	0	5	0	4
352.0	0	6	0	5
353.0	0	5	0	0
354.0	0	4	0	9
355.0	0	5	0	6
356.0	0	3	0	5
357.0	0	2	0	2
358.0	0	4	0	3
359.0	0	9	0	2
360.0	0	3	0	2
361.0	0	3	0	3
362.0	0	3	0	2
363.0	0	3	0	5
364.0	0	4	0	4
365.0	0	4	0	2
366.0	0	7	0	5
367.0	0	4	0	1
368.0	0	2	0	5
369.0	0	4	0	1
370.0	0	1	0	3
371.0	0	4	0	6
372.0	0	3	0	5
373.0	0	3	0	6
374.0	0	1	0	2
375.0	0	5	0	4
376.0	0	2	0	2
377.0	0	2	0	4
378.0	0	6	0	3
379.0	0	2	0	1
380.0	0	6	0	0
381.0	0	4	0	2
382.0	0	3	0	2
383.0	0	3	0	3
384.0	0	4	0	5
385.0	0	4	0	1
386.0	0	0	0	3
387.0	0	2	0	2
388.0	0	1	0	1
389.0	0	0	0	1
390.0	0	6	0	7
391.0	0	1	0	2
392.0	0	5	0	6
393.0	0	2	0	3
394.0	0	1	0	3
395.0	0	3	0	2
396.0	0	0	0	3
397.0	0	2	0	8
398.0	0	5	0	4
399.0	0	3	0	2
400.0	0	2	0	4
401.0	0	6	0	6
402.0	0	5	0	4
403.0	0	3	0	3
404.0	0	6	0	1
405.0	0	3	0	7
406.0	0	4	0	2
407.0	0	2	0	2
408.0	0	5	0	2
409.0	0	4	0	4
410.0	0	0	0	5
411.0	0	5	0	3
412.0	0	2	0	5
413.0	0	5	0	1
414.0	0	2	0	6
415.0	0	7	0	3
416.0	0	3	0	5
417.0	0	3	0	0
418.0	0	4	0	2
419.0	0	4	0	1
420.0	0	4	0	3
421.0	0	2	0	3
422.0	0	1	0	3
423.0	0	2	0	0
424.0	0	4	0	2
425.0	0	5	0	3
426.0	0	1	0	3
427.0	0	0	0	1
428.0	0	0	0	2
429.0	0	1	0	1
430.0	0	5	0	2
431.0	0	2	0	0
432.0	0	4	0	2
433.0	0	3	0	6
434.0	0	2	0	2
435.0	0	3	0	2
436.0	0	2	0	3
437.0	0	2	0	2
438.0	0	1	0	5
439.0	0	1	0	1
440.0	0	3	0	1
441.0	0	2	0	0
442.0	0	0	0	4
443.0	0	5	0	3
444.0	0	1	0	0
445.0	0	1	0	5
446.0	0	6	0	1
447.0	0	3	0	1
448.0	0	2	0	2
449.0	0	4	0	1
450.0	0	1	0	4
451.0	0	3	0	4
452.0	0	1	0	3
453.0	0	2	0	1
454.0	0	1	0	1
455.0	0	2	0	1
456.0	0	4	0	1
457.0	0	4	0	1
458.0	0	0	0	1
459.0	0	1	0	1
460.0	0	1	0	1
461.0	0	2	0	2
462.0	0	2	0	4
463.0	0	2	0	1
464.0	0	0	0	2
465.0	0	3	0	2
466.0	0	3	0	0
467.0	0	2	0	3
468.0	0	1	0	2
469.0	0	2	0	1
470.0	0	1	0	5
471.0	0	0	0	3
472.0	0	2	0	2
473.0	0	0	0	1
474.0	0	4	0	1
475.0	0	1	0	5
476.0	0	2	0	2
477.0	0	1	0	2
478.0	0	3	0	1
479.0	0	1	0	1
480.0	0	1	0	1
481.0	0	3	0	2
482.0	0	3	0	1
483.0	0	3	0	1
484.0	0	0	0	1
485.0	0	4	0	2
486.0	0	1	0	5
487.0	0	1	0	2
488.0	0	2	0	4
489.0	0	2	0	0
490.0	0	1	0	1
491.0	0	1	0	1
492.0	0	3	0	1
493.0	0	2	0	3
494.0	0	2	0	1
495.0	0	3	0	2
496.0	0	2	0	3
497.0	0	2	0	5
498.0	0	3	0	1
499.0	0	1	0	3
500.0	0	2	0	3
501.0	0	0	0	3
502.0	0	2	0	5
503.0	0	1	0	1
504.0	0	3	0	4
505.0	0	5	0	1
506.0	0	1	0	0
507.0	0	1	0	1
508.0	0	1	0	2
509.0	0	2	0	2
510.0	0	4	0	6
511.0	0	4	0	1
513.0	0	5	0	3
514.0	0	3	0	1
515.0	0	2	0	2
516.0	0	2	0	2
517.0	0	2	0	2
518.0	0	6	0	5
519.0	0	1	0	2
520.0	0	1	0	2
521.0	0	1	0	3
522.0	0	2	0	1
523.0	0	3	0	0
524.0	0	1	0	1
525.0	0	1	0	4
526.0	0	1	0	3
527.0	0	2	0	3
528.0	0	2	0	0
529.0	0	3	0	0
530.0	0	3	0	1
531.0	0	0	0	2
532.0	0	2	0	2
533.0	0	4	0	1
534.0	0	3	0	0
535.0	0	4	0	5
537.0	0	1	0	2
538.0	0	2	0	1
541.0	0	1	0	3
542.0	0	4	0	0
543.0	0	0	0	1
544.0	0	0	0	1
545.0	0	1	0	2
547.0	0	2	0	0
548.0	0	2	0	2
549.0	0	0	0	1
550.0	0	2	0	1
551.0	0	3	0	1
552.0	0	1	0	1
554.0	0	2	0	0
555.0	0	1	0	0
556.0	0	1	0	2
557.0	0	3	0	0
558.0	0	0	0	2
559.0	0	2	0	3
560.0	0	1	0	0
561.0	0	1	0	1
562.0	0	0	0	1
563.0	0	2	0	1
564.0	0	0	0	3
565.0	0	0	0	1
566.0	0	2	0	2
567.0	0	2	0	2
568.0	0	1	0	3
569.0	0	0	0	1
570.0	0	1	0	1
571.0	0	0	0	1
572.0	0	2	0	0
574.0	0	1	0	1
575.0	0	2	0	3
576.0	0	3	0	3
577.0	0	0	0	1
578.0	0	3	0	0
579.0	0	2	0	0
580.0	0	0	0	2
581.0	0	2	0	0
582.0	0	0	0	1
583.0	0	1	0	2
584.0	0	2	0	0
585.0	0	0	0	2
586.0	0	1	0	1
587.0	0	1	0	1
588.0	0	1	0	1
589.0	0	2	0	0
590.0	0	2	0	2
591.0	0	2	0	1
592.0	0	2	0	0
593.0	0	0	0	2
594.0	0	1	0	1
595.0	0	0	0	1
596.0	0	1	0	1
597.0	0	2	0	0
598.0	0	2	0	0
599.0	0	1	0	2
600.0	0	2	0	2
601.0	0	0	0	4
602.0	0	1	0	0
603.0	0	1	0	0
604.0	0	1	0	2
605.0	0	0	0	2
606.0	0	1	0	0
607.0	0	3	0	1
608.0	0	1	0	1
609.0	0	0	0	1
611.0	0	2	0	0
612.0	0	0	0	1
613.0	0	0	0	2
614.0	0	2	0	1
615.0	0	0	0	2
616.0	0	1	0	0
617.0	0	2	0	0
618.0	0	2	0	3
619.0	0	1	0	0
621.0	0	0	0	1
622.0	0	2	0	1
623.0	0	1	0	1
624.0	0	2	0	0
627.0	0	1	0	3
628.0	0	1	0	0
629.0	0	0	0	2
630.0	0	0	0	1
631.0	0	3	0	4
632.0	0	1	0	1
633.0	0	1	0	1
634.0	0	1	0	0
635.0	0	1	0	1
637.0	0	1	0	1
638.0	0	1	0	0
639.0	0	0	0	2
640.0	0	1	0	2
641.0	0	1	0	0
642.0	0	1	0	0
643.0	0	1	0	0
644.0	0	1	0	0
646.0	0	3	0	0
647.0	0	2	0	1
648.0	0	1	0	2
652.0	0	2	0	0
654.0	0	1	0	0
656.0	0	2	0	1
658.0	0	1	0	0
659.0	0	1	0	0
660.0	0	0	0	2
664.0	0	0	0	2
665.0	0	0	0	1
666.0	0	1	0	1
667.0	0	1	0	2
671.0	0	2	0	1
672.0	0	1	0	0
673.0	0	1	0	1
674.0	0	0	0	1
675.0	0	1	0	0
676.0	0	0	0	2
677.0	0	0	0	2
678.0	0	0	0	1
680.0	0	1	0	3
681.0	0	0	0	3
682.0	0	2	0	2
684.0	0	1	0	0
685.0	0	1	0	0
686.0	0	1	0	1
687.0	0	1	0	1
688.0	0	0	0	1
689.0	0	2	0	0
691.0	0	2	0	0
692.0	0	2	0	1
693.0	0	0	0	1
694.0	0	1	0	0
695.0	0	1	0	1
697.0	0	1	0	2
699.0	0	1	0	0
700.0	0	1	0	0
701.0	0	3	0	1
704.0	0	1	0	2
707.0	0	0	0	1
709.0	0	0	0	1
710.0	0	0	0	2
711.0	0	1	0	0
712.0	0	3	0	2
713.0	0	1	0	0
714.0	0	1	0	0
715.0	0	2	0	1
718.0	0	0	0	1
720.0	0	1	0	0
721.0	0	0	0	2
722.0	0	1	0	0
723.0	0	1	0	0
724.0	0	0	0	1
725.0	0	0	0	1
726.0	0	1	0	0
727.0	0	1	0	1
728.0	0	1	0	0
730.0	0	0	0	2
731.0	0	0	0	1
733.0	0	1	0	3
735.0	0	1	0	0
736.0	0	0	0	1
737.0	0	3	0	1
738.0	0	1	0	0
740.0	0	0	0	1
741.0	0	0	0	1
742.0	0	4	0	1
745.0	0	0	0	2
746.0	0	1	0	2
750.0	0	2	0	1
751.0	0	1	0	0
752.0	0	0	0	1
753.0	0	1	0	0
754.0	0	2	0	0
756.0	0	1	0	1
757.0	0	0	0	1
758.0	0	1	0	0
759.0	0	1	0	0
760.0	0	1	0	0
761.0	0	0	0	1
763.0	0	0	0	3
764.0	0	0	0	1
765.0	0	1	0	1
766.0	0	1	0	1
767.0	0	0	0	1
768.0	0	0	0	1
769.0	0	1	0	0
770.0	0	0	0	2
771.0	0	1	0	1
772.0	0	1	0	2
774.0	0	1	0	0
776.0	0	1	0	0
779.0	0	1	0	1
780.0	0	1	0	1
781.0	0	2	0	0
783.0	0	2	0	0
786.0	0	1	0	0
788.0	0	0	0	1
789.0	0	1	0	0
790.0	0	0	0	1
792.0	0	1	0	1
793.0	0	1	0	1
794.0	0	1	0	0
795.0	0	1	0	0
796.0	0	2	0	0
797.0	0	1	0	1
801.0	0	0	0	2
802.0	0	0	0	1
803.0	0	1	0	1
808.0	0	0	0	2
810.0	0	1	0	0
811.0	0	1	0	1
812.0	0	1	0	1
814.0	0	0	0	1
815.0	0	2	0	1
816.0	0	0	0	1
818.0	0	2	0	0
819.0	0	0	0	1
821.0	0	0	0	1
824.0	0	1	0	0
825.0	0	0	0	1
827.0	0	3	0	0
829.0	0	1	0	0
830.0	0	1	0	0
832.0	0	1	0	0
833.0	0	1	0	0
835.0	0	1	0	0
837.0	0	0	0	1
838.0	0	1	0	1
839.0	0	0	0	1
841.0	0	0	0	1
843.0	0	0	0	1
846.0	0	1	0	0
847.0	0	1	0	0
852.0	0	1	0	0
855.0	0	1	0	1
856.0	0	1	0	0
858.0	0	0	0	2
861.0	0	0	0	1
862.0	0	0	0	1
863.0	0	0	0	1
864.0	0	0	0	2
865.0	0	0	0	2
866.0	0	0	0	2
868.0	0	0	0	1
869.0	0	0	0	1
871.0	0	0	0	3
872.0	0	2	0	0
873.0	0	0	0	1
875.0	0	1	0	0
877.0	0	2	0	0
878.0	0	2	0	0
879.0	0	2	0	0
880.0	0	1	0	0
882.0	0	1	0	0
883.0	0	0	0	1
884.0	0	1	0	0
888.0	0	1	0	0
889.0	0	1	0	0
890.0	0	2	0	0
892.0	0	2	0	0
893.0	0	0	0	1
896.0	0	1	0	1
898.0	0	0	0	1
900.0	0	1	0	0
903.0	0	0	0	1
906.0	0	0	0	1
908.0	0	1	0	0
909.0	0	0	0	1
913.0	0	1	0	1
915.0	0	0	0	1
918.0	0	1	0	0
922.0	0	0	0	1
923.0	0	0	0	1
924.0	0	1	0	1
925.0	0	0	0	1
927.0	0	1	0	1
930.0	0	0	0	1
931.0	0	2	0	2
934.0	0	0	0	1
935.0	0	2	0	1
936.0	0	0	0	1
937.0	0	0	0	1
939.0	0	1	0	0
943.0	0	1	0	0
944.0	0	0	0	1
946.0	0	1	0	0
949.0	0	2	0	1
950.0	0	1	0	1
952.0	0	0	0	1
953.0	0	1	0	1
956.0	0	1	0	1
960.0	0	3	0	0
966.0	0	1	0	0
967.0	0	1	0	1
969.0	0	1	0	0
971.0	0	1	0	0
974.0	0	1	0	0
976.0	0	1	0	0
978.0	0	0	0	1
983.0	0	0	0	2
986.0	0	0	0	1
987.0	0	0	0	2
992.0	0	0	0	1
993.0	0	0	0	1
994.0	0	0	0	2
997.0	0	0	0	2
998.0	0	1	0	0
999.0	0	0	0	1
1001.0	0	1	0	0
1003.0	0	1	0	0
1004.0	0	1	0	1
1005.0	0	0	0	1
1008.0	0	2	0	0
1009.0	0	1	0	0
1011.0	0	1	0	0
1012.0	0	1	0	0
1015.0	0	1	0	1
1016.0	0	1	0	0
1018.0	0	0	0	1
1020.0	0	1	0	0
1022.0	0	1	0	1
1025.0	0	2	0	0
1026.0	0	0	0	1
1034.0	0	1	0	0
1035.0	0	0	0	1
1039.0	0	1	0	0
1040.0	0	1	0	0
1042.0	0	0	0	1
1044.0	0	1	0	0
1045.0	0	1	0	0
1046.0	0	0	0	1
1049.0	0	1	0	0
1051.0	0	0	0	1
1066.0	0	1	0	0
1072.0	0	0	0	1
1073.0	0	1	0	0
1075.0	0	0	0	1
1076.0	0	1	0	1
1083.0	0	0	0	1
1094.0	0	1	0	0
1095.0	0	2	0	0
1105.0	0	0	0	1
1106.0	0	0	0	1
1110.0	0	0	0	1
1114.0	0	1	0	1
1119.0	0	0	0	2
1126.0	0	0	0	1
1131.0	0	1	0	0
1133.0	0	1	0	0
1135.0	0	0	0	1
1136.0	0	1	0	0
1137.0	0	1	0	0
1141.0	0	1	0	1
1142.0	0	1	0	0
1145.0	0	0	0	1
1150.0	0	1	0	1
1155.0	0	0	0	1
1156.0	0	0	0	1
1157.0	0	0	0	1
1158.0	0	1	0	0
1159.0	0	1	0	0
1160.0	0	0	0	1
1164.0	0	0	0	1
1169.0	0	0	0	1
1171.0	0	0	0	1
1174.0	0	0	0	1
1175.0	0	0	0	1
1176.0	0	0	0	1
1178.0	0	1	0	0
1180.0	0	1	0	0
1183.0	0	1	0	0
1187.0	0	1	0	0
1188.0	0	2	0	0
1189.0	0	1	0	0
1190.0	0	0	0	1
1191.0	0	2	0	0
1192.0	0	0	0	1
1193.0	0	1	0	0
1210.0	0	1	0	0
1214.0	0	1	0	0
1221.0	0	1	0	1
1223.0	0	0	0	1
1225.0	0	0	0	1
1234.0	0	0	0	1
1239.0	0	0	0	1
1241.0	0	1	0	0
1242.0	0	1	0	0
1243.0	0	0	0	1
1246.0	0	1	0	0
1247.0	0	0	0	1
1248.0	0	1	0	0
1258.0	0	1	0	0
1262.0	0	1	0	0
1271.0	0	1	0	1
1274.0	0	1	0	0
1286.0	0	0	0	1
1294.0	0	0	0	1
1295.0	0	1	0	0
1301.0	0	0	0	1
1305.0	0	0	0	1
1310.0	0	1	0	0
1318.0	0	1	0	0
1321.0	0	0	0	1
1331.0	0	2	0	0
1350.0	0	0	0	2
1352.0	0	1	0	0
1353.0	0	0	0	1
1372.0	0	1	0	0
1379.0	0	1	0	0
1383.0	0	0	0	1
1388.0	0	1	0	0
1407.0	0	1	0	0
1439.0	0	0	0	1
1445.0	0	0	0	1
1459.0	0	0	0	1
