## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[SLX-18684.D702rna_D508rna.HKMGVDRXX.s_2.Star_Aligned.sortedByCoord.out.bam] OUTPUT=SLX-18684.D702rna_D508rna.HKMGVDRXX.s_2.marked_duplicates.bam METRICS_FILE=SLX-18684.D702rna_D508rna.HKMGVDRXX.s_2.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 08 14:43:24 BST 2020

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	196	3509558	1986934	0	175	3010843	80202	0.857899	499233

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
227.0	0	7	0	11
228.0	0	6	0	8
229.0	0	9	0	8
230.0	0	7	0	5
231.0	0	8	0	9
232.0	0	10	0	8
233.0	0	7	0	9
234.0	0	11	0	7
235.0	0	8	0	9
236.0	0	7	0	11
237.0	0	12	0	15
238.0	0	8	0	10
239.0	0	5	0	14
240.0	0	8	0	7
241.0	0	9	0	6
242.0	0	13	0	6
243.0	0	15	0	3
244.0	0	10	0	7
245.0	0	4	0	10
246.0	0	5	0	7
247.0	0	9	0	5
248.0	0	5	0	7
249.0	0	8	0	5
250.0	0	7	0	7
251.0	0	4	0	6
252.0	0	8	0	4
253.0	0	6	0	10
254.0	0	4	0	2
255.0	0	8	0	4
256.0	0	4	0	7
257.0	0	8	0	6
258.0	0	3	0	11
259.0	0	2	0	7
260.0	0	10	0	8
261.0	0	4	0	13
262.0	0	6	0	5
263.0	0	10	0	9
264.0	0	6	0	9
265.0	0	10	0	5
266.0	0	10	0	7
267.0	0	6	0	3
268.0	0	8	0	4
269.0	0	10	0	5
270.0	0	5	0	4
271.0	0	6	0	6
272.0	0	4	0	5
273.0	0	2	0	3
274.0	0	2	0	8
275.0	0	7	0	1
276.0	0	7	0	5
277.0	0	5	0	2
278.0	0	4	0	4
279.0	0	6	0	4
280.0	0	6	0	3
281.0	0	1	0	5
282.0	0	4	0	6
283.0	0	6	0	7
284.0	0	4	0	5
285.0	0	4	0	7
286.0	0	7	1	5
287.0	0	3	0	7
288.0	0	5	0	10
289.0	0	4	0	4
290.0	0	3	0	3
291.0	0	7	0	4
292.0	0	7	0	4
293.0	0	5	0	6
294.0	0	7	0	3
295.0	0	2	0	3
296.0	0	10	0	5
297.0	0	3	0	5
298.0	0	5	0	3
299.0	0	4	0	9
300.0	0	2	0	8
301.0	0	3	0	5
302.0	0	11	0	3
303.0	0	4	0	3
304.0	0	3	0	3
305.0	0	7	0	5
306.0	0	8	0	5
307.0	0	4	0	4
308.0	0	4	0	3
309.0	0	5	0	6
310.0	0	5	0	2
311.0	0	5	0	3
312.0	0	2	0	2
313.0	0	3	0	3
314.0	0	2	0	5
315.0	0	2	0	1
316.0	0	4	0	4
317.0	0	2	0	4
318.0	0	4	0	1
319.0	0	2	0	4
320.0	0	7	0	3
321.0	0	5	0	7
322.0	0	2	0	3
323.0	0	4	0	7
324.0	0	1	0	4
325.0	0	1	0	4
326.0	0	2	0	2
327.0	0	6	0	6
328.0	0	2	0	7
329.0	0	6	0	3
330.0	0	2	0	2
331.0	0	4	0	4
332.0	0	4	0	0
333.0	0	9	0	4
334.0	0	4	0	2
335.0	0	7	0	6
336.0	0	0	0	3
337.0	0	6	0	3
338.0	0	4	0	4
339.0	0	5	0	1
340.0	0	1	0	3
341.0	0	3	0	1
342.0	0	1	0	1
343.0	0	4	0	4
344.0	0	1	0	2
345.0	0	1	0	2
346.0	0	3	0	2
347.0	0	3	0	1
348.0	0	3	0	0
349.0	0	3	0	5
350.0	0	2	0	2
351.0	0	4	0	6
352.0	0	1	0	2
353.0	0	3	0	3
354.0	0	2	0	4
355.0	0	1	0	4
356.0	0	3	0	3
357.0	0	2	0	6
358.0	0	4	0	3
359.0	0	5	0	4
360.0	0	3	0	3
361.0	0	2	0	3
362.0	0	2	0	6
363.0	0	4	0	4
364.0	0	4	0	3
365.0	0	2	0	3
366.0	0	4	0	5
367.0	0	6	0	3
368.0	0	3	0	3
369.0	0	5	0	3
370.0	0	3	0	3
371.0	0	3	0	0
372.0	0	1	0	0
373.0	0	3	0	4
374.0	0	4	0	3
375.0	0	8	0	4
376.0	0	1	0	2
377.0	0	2	0	2
378.0	0	3	0	2
379.0	0	3	0	0
380.0	0	1	0	2
381.0	0	3	0	3
382.0	0	2	0	1
383.0	0	3	0	1
384.0	0	4	0	1
385.0	0	2	0	3
386.0	0	1	0	0
387.0	0	1	0	3
388.0	0	3	0	6
389.0	0	2	0	2
390.0	0	2	0	3
391.0	0	1	0	2
392.0	0	1	0	1
393.0	0	1	0	1
394.0	0	1	0	3
395.0	0	2	0	1
396.0	0	1	0	0
397.0	0	4	0	1
398.0	0	4	0	2
399.0	0	2	0	1
400.0	0	3	0	1
401.0	0	0	0	3
402.0	0	1	0	3
403.0	0	2	0	3
404.0	0	0	0	1
405.0	0	1	0	3
406.0	0	1	0	3
407.0	0	0	0	3
408.0	0	5	0	4
409.0	0	1	0	1
410.0	0	4	0	1
411.0	0	2	0	2
412.0	0	2	0	1
413.0	0	4	0	3
414.0	0	3	0	0
415.0	0	1	0	3
416.0	0	5	0	1
418.0	0	1	0	2
419.0	0	3	0	2
420.0	0	1	0	3
421.0	0	4	0	0
422.0	0	1	0	3
423.0	0	1	0	0
424.0	0	2	0	1
425.0	0	0	0	1
427.0	0	1	0	3
428.0	0	3	0	1
429.0	0	1	0	1
430.0	0	3	0	0
431.0	0	1	0	2
432.0	0	2	0	3
433.0	0	2	0	1
434.0	0	1	0	0
435.0	0	0	0	1
436.0	0	0	0	4
437.0	0	2	0	1
438.0	0	1	0	1
439.0	0	2	0	1
440.0	0	0	0	1
441.0	0	1	0	3
442.0	0	1	0	1
443.0	0	3	0	1
444.0	0	2	0	4
446.0	0	2	0	0
447.0	0	2	0	0
448.0	0	1	0	0
449.0	0	1	0	1
450.0	0	2	0	2
451.0	0	3	0	0
453.0	0	1	0	2
454.0	0	2	0	1
455.0	0	2	0	0
456.0	0	0	0	3
457.0	0	0	0	1
458.0	0	0	0	2
459.0	0	3	0	1
460.0	0	0	0	1
462.0	0	1	0	1
464.0	0	1	0	0
465.0	0	1	0	2
466.0	0	3	0	1
467.0	0	0	0	1
468.0	0	3	0	1
469.0	0	2	0	0
470.0	0	0	0	2
471.0	0	2	0	1
473.0	0	0	0	2
474.0	0	0	0	1
475.0	0	0	0	1
476.0	0	2	0	0
477.0	0	0	0	1
478.0	0	2	0	1
479.0	0	0	0	1
480.0	0	1	0	3
481.0	0	0	0	2
482.0	0	1	0	1
483.0	0	3	0	0
484.0	0	2	0	1
485.0	0	0	0	1
486.0	0	0	0	1
487.0	0	0	0	4
488.0	0	1	0	0
489.0	0	0	0	1
490.0	0	3	0	0
491.0	0	1	0	1
492.0	0	1	0	1
493.0	0	3	0	1
494.0	0	0	0	2
495.0	0	0	0	2
496.0	0	4	0	2
498.0	0	3	0	1
499.0	0	2	0	1
500.0	0	0	0	3
501.0	0	1	0	0
502.0	0	1	0	0
503.0	0	0	0	2
504.0	0	2	0	1
505.0	0	2	0	1
506.0	0	0	0	1
507.0	0	0	0	2
508.0	0	0	0	2
509.0	0	2	0	0
510.0	0	1	0	0
511.0	0	1	0	1
513.0	0	0	0	2
514.0	0	1	0	0
515.0	0	4	0	2
516.0	0	1	0	0
517.0	0	1	0	2
518.0	0	0	0	2
519.0	0	5	0	0
520.0	0	0	0	1
521.0	0	0	0	2
522.0	0	0	0	1
523.0	0	0	0	2
524.0	0	1	0	2
525.0	0	0	0	1
526.0	0	0	0	1
527.0	0	2	0	0
528.0	0	3	0	2
529.0	0	2	0	0
531.0	0	2	0	0
532.0	0	1	0	0
533.0	0	1	0	2
535.0	0	1	0	1
536.0	0	2	0	1
537.0	0	1	0	0
538.0	0	1	0	3
539.0	0	0	0	1
540.0	0	1	0	0
541.0	0	1	0	0
542.0	0	1	0	0
544.0	0	1	0	0
545.0	0	2	0	0
546.0	0	0	0	1
548.0	0	2	0	2
550.0	0	2	0	1
551.0	0	1	0	2
552.0	0	0	0	1
555.0	0	1	0	1
556.0	0	1	0	0
558.0	0	1	0	2
560.0	0	0	0	1
561.0	0	0	0	2
563.0	0	3	0	0
564.0	0	1	0	0
566.0	0	0	0	2
567.0	0	0	0	1
568.0	0	1	0	0
569.0	0	0	0	1
570.0	0	2	0	1
571.0	0	0	0	1
572.0	0	2	0	3
573.0	0	0	0	2
574.0	0	1	0	1
575.0	0	0	0	1
576.0	0	1	0	2
577.0	0	1	0	2
578.0	0	0	0	1
579.0	0	2	0	2
581.0	0	1	0	0
582.0	0	0	0	1
583.0	0	1	0	0
584.0	0	3	0	3
585.0	0	2	0	1
586.0	0	0	0	1
587.0	0	2	0	0
588.0	0	2	0	0
589.0	0	1	0	1
590.0	0	2	0	0
591.0	0	1	0	1
592.0	0	1	0	1
593.0	0	0	0	1
594.0	0	0	0	3
596.0	0	3	0	1
597.0	0	1	0	2
599.0	0	1	0	1
600.0	0	2	0	0
602.0	0	2	0	1
603.0	0	0	0	1
604.0	0	2	0	0
605.0	0	0	0	1
606.0	0	0	0	1
607.0	0	1	0	0
608.0	0	1	0	1
609.0	0	1	0	1
610.0	0	0	0	2
611.0	0	1	0	0
612.0	0	1	0	2
613.0	0	0	0	1
614.0	0	1	0	1
615.0	0	3	0	1
616.0	0	1	0	0
617.0	0	1	0	1
618.0	0	0	0	1
619.0	0	0	0	1
620.0	0	1	0	0
621.0	0	2	0	4
622.0	0	1	0	0
624.0	0	0	0	2
625.0	0	1	0	1
626.0	0	1	0	0
627.0	0	1	0	1
628.0	0	1	0	0
629.0	0	1	0	0
631.0	0	1	0	0
632.0	0	1	0	1
633.0	0	4	0	0
634.0	0	1	0	1
635.0	0	1	0	0
636.0	0	0	0	1
643.0	0	1	0	0
645.0	0	0	0	1
646.0	0	1	0	1
647.0	0	1	0	0
648.0	0	0	0	1
649.0	0	1	0	0
650.0	0	1	0	0
653.0	0	0	0	1
655.0	0	1	0	0
657.0	0	1	0	0
658.0	0	1	0	0
659.0	0	1	0	2
660.0	0	1	0	0
662.0	0	0	0	1
664.0	0	0	0	1
665.0	0	0	0	1
666.0	0	0	0	1
668.0	0	1	0	0
670.0	0	0	0	3
672.0	0	0	0	1
674.0	0	0	0	1
675.0	0	0	0	1
677.0	0	2	0	0
679.0	0	1	0	0
680.0	0	0	0	1
681.0	0	0	0	3
683.0	0	1	0	1
684.0	0	1	0	0
686.0	0	2	0	0
688.0	0	1	0	0
689.0	0	0	0	1
690.0	0	2	0	0
692.0	0	0	0	1
693.0	0	2	0	0
695.0	0	1	0	1
696.0	0	0	0	1
698.0	0	1	0	0
699.0	0	0	0	1
700.0	0	0	0	1
702.0	0	0	0	1
703.0	0	1	0	0
704.0	0	1	0	0
705.0	0	1	0	1
706.0	0	1	0	0
707.0	0	0	0	1
708.0	0	1	0	0
710.0	0	1	0	0
711.0	0	0	0	1
713.0	0	1	0	1
714.0	0	0	0	1
717.0	0	0	0	1
718.0	0	1	0	0
719.0	0	1	0	1
720.0	0	1	0	0
726.0	0	1	0	0
730.0	0	3	0	0
733.0	0	2	0	0
739.0	0	0	0	1
747.0	0	0	0	1
750.0	0	0	0	1
752.0	0	0	0	2
753.0	0	1	0	0
754.0	0	0	0	1
758.0	0	0	0	1
764.0	0	1	0	0
765.0	0	1	0	0
766.0	0	2	0	1
769.0	0	1	0	0
772.0	0	1	0	0
773.0	0	0	0	1
775.0	0	0	0	1
779.0	0	0	0	1
783.0	0	1	0	0
790.0	0	0	0	1
791.0	0	1	0	0
792.0	0	0	0	1
793.0	0	1	0	1
794.0	0	0	0	1
801.0	0	0	0	1
802.0	0	0	0	1
803.0	0	1	0	0
805.0	0	1	0	1
807.0	0	2	0	0
811.0	0	1	0	0
822.0	0	0	0	1
823.0	0	0	0	1
824.0	0	1	0	0
826.0	0	1	0	0
827.0	0	0	0	1
828.0	0	1	0	0
830.0	0	0	0	2
837.0	0	0	0	1
840.0	0	0	0	1
844.0	0	1	0	0
845.0	0	1	0	1
848.0	0	1	0	0
850.0	0	0	0	1
852.0	0	1	0	0
853.0	0	0	0	1
856.0	0	2	0	0
860.0	0	0	0	1
861.0	0	1	0	0
862.0	0	0	0	1
866.0	0	1	0	1
868.0	0	1	0	0
872.0	0	0	0	1
874.0	0	1	0	0
875.0	0	1	0	0
878.0	0	0	0	1
881.0	0	2	0	0
882.0	0	1	0	0
885.0	0	0	0	1
887.0	0	0	0	1
896.0	0	1	0	0
904.0	0	0	0	1
906.0	0	1	0	0
909.0	0	1	0	1
926.0	0	0	0	1
928.0	0	1	0	0
930.0	0	1	0	0
941.0	0	1	0	0
946.0	0	0	0	1
948.0	0	0	0	1
954.0	0	0	0	1
955.0	0	0	0	1
958.0	0	0	0	1
959.0	0	0	0	1
963.0	0	0	0	1
964.0	0	0	0	1
967.0	0	1	0	0
971.0	0	1	0	0
978.0	0	1	0	0
979.0	0	2	0	0
980.0	0	0	0	1
982.0	0	1	0	1
984.0	0	1	0	0
986.0	0	0	0	1
988.0	0	1	0	0
989.0	0	0	0	1
1003.0	0	1	0	1
1005.0	0	1	0	0
1010.0	0	1	0	1
1012.0	0	1	0	0
1017.0	0	0	0	1
1020.0	0	0	0	1
1026.0	0	1	0	0
1033.0	0	1	0	1
1038.0	0	0	0	1
1044.0	0	1	0	0
1045.0	0	0	0	1
1046.0	0	1	0	0
1048.0	0	1	0	0
1052.0	0	1	0	0
1062.0	0	0	0	1
1067.0	0	0	0	1
1076.0	0	1	0	0
1089.0	0	1	0	0
1099.0	0	0	0	1
1107.0	0	1	0	1
1111.0	0	0	0	1
1112.0	0	0	0	1
1117.0	0	0	0	1
1126.0	0	1	0	0
1130.0	0	1	0	0
1133.0	0	1	0	0
1136.0	0	1	0	0
1148.0	0	1	0	0
1158.0	0	0	0	1
1160.0	0	0	0	1
1163.0	0	0	0	1
1175.0	0	1	0	0
1176.0	0	1	0	0
1183.0	0	1	0	0
1190.0	0	0	0	1
1198.0	0	0	0	1
1199.0	0	0	0	1
1219.0	0	0	0	1
1225.0	0	1	0	0
1227.0	0	2	0	0
1241.0	0	0	0	1
1245.0	0	0	0	1
1261.0	0	1	0	0
1266.0	0	1	0	0
1282.0	0	1	0	1
1310.0	0	1	0	0
1327.0	0	0	0	1
1361.0	0	1	0	0
1395.0	0	0	0	1
1426.0	0	1	0	0
1505.0	0	0	0	1
1512.0	0	0	0	1
1514.0	0	0	0	1
1528.0	0	0	0	1
1534.0	0	1	0	0
1543.0	0	1	0	0
1549.0	0	1	0	0
1565.0	0	1	0	0
1576.0	0	0	0	1
1600.0	0	1	0	0
1608.0	0	0	0	1
1659.0	0	1	0	0
1663.0	0	0	0	1
1699.0	0	0	0	1
1710.0	0	1	0	0
1732.0	0	1	0	0
1734.0	0	0	0	1
1773.0	0	1	0	0
1807.0	0	0	0	1
1854.0	0	1	0	0
1859.0	0	0	0	1
1894.0	0	1	0	0
2066.0	0	0	0	1
2107.0	0	1	0	0
2163.0	0	0	0	1
2164.0	0	0	0	1
2195.0	0	1	0	0
2201.0	0	1	0	0
2209.0	0	0	0	1
2268.0	0	1	0	0
2326.0	0	0	0	1
2335.0	0	0	0	1
2372.0	0	1	0	0
2392.0	0	1	0	0
2508.0	0	0	0	1
2556.0	0	1	0	0
2926.0	0	0	0	1
2984.0	0	1	0	0
3571.0	0	0	0	1
3658.0	0	1	0	0
3909.0	0	0	0	1
3990.0	0	1	0	0
4192.0	0	0	0	1
4272.0	0	1	0	0
4509.0	0	0	0	1
4602.0	0	1	0	0
5467.0	0	0	0	1
5578.0	0	1	0	0
6956.0	0	0	0	1
7105.0	0	1	0	0
11791.0	0	0	0	1
12076.0	0	1	0	0

