## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[SLX-18684.D711rna_D507rna.HKMGVDRXX.s_2.Star_Aligned.sortedByCoord.out.bam] OUTPUT=SLX-18684.D711rna_D507rna.HKMGVDRXX.s_2.marked_duplicates.bam METRICS_FILE=SLX-18684.D711rna_D507rna.HKMGVDRXX.s_2.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 08 12:41:40 BST 2020

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1064	3691661	972755	0	351	882355	78840	0.239026	6866961

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
148.0	0	0	0	1
150.0	0	0	0	1
151.0	0	1	0	5
152.0	0	3	0	0
153.0	0	0	0	1
154.0	0	1	0	2
155.0	0	1	0	1
156.0	0	3	0	3
157.0	0	1	0	1
158.0	0	1	0	0
159.0	0	1	0	1
160.0	0	3	0	3
161.0	0	0	0	3
162.0	0	0	0	3
163.0	0	3	0	2
164.0	0	3	0	1
165.0	0	3	0	2
166.0	0	0	0	1
167.0	0	1	0	3
168.0	0	1	0	4
169.0	0	3	0	2
170.0	0	2	0	2
171.0	0	2	0	0
172.0	0	6	0	2
173.0	0	2	0	0
174.0	0	1	0	0
175.0	0	1	0	0
176.0	0	1	0	1
179.0	0	0	0	1
180.0	0	0	0	2
181.0	0	0	0	2
183.0	0	4	0	0
184.0	0	1	0	0
185.0	0	0	0	2
186.0	0	1	0	0
187.0	0	0	0	2
188.0	0	1	0	1
189.0	0	1	0	2
190.0	0	1	0	1
191.0	0	1	0	3
192.0	0	1	0	2
193.0	0	5	0	0
194.0	0	0	0	2
195.0	0	2	0	1
196.0	0	2	0	1
198.0	0	2	0	1
199.0	0	2	0	1
200.0	0	0	0	2
202.0	0	2	0	2
203.0	0	0	0	1
205.0	0	1	0	2
206.0	0	1	0	1
207.0	0	1	0	3
208.0	0	1	0	0
210.0	0	4	0	2
212.0	0	2	0	0
213.0	0	0	0	2
214.0	0	1	0	0
217.0	0	2	0	0
218.0	0	1	0	1
220.0	0	0	0	1
221.0	0	1	0	0
222.0	0	1	0	0
227.0	0	0	0	1
228.0	0	1	0	1
229.0	0	0	0	1
233.0	0	1	0	2
234.0	0	1	0	1
236.0	0	2	0	1
240.0	0	1	0	0
242.0	0	0	0	1
243.0	0	1	0	1
244.0	0	1	0	1
245.0	0	0	0	1
246.0	0	1	0	0
250.0	0	1	0	0
252.0	0	1	0	0
253.0	0	0	0	1
254.0	0	0	0	1
257.0	0	1	0	2
259.0	0	1	0	2
260.0	0	0	0	1
261.0	0	2	0	1
262.0	0	2	0	0
263.0	0	0	0	2
264.0	0	1	0	2
266.0	0	2	0	0
267.0	0	1	0	0
268.0	0	1	0	1
273.0	0	1	0	0
274.0	0	1	0	0
277.0	0	0	0	1
279.0	0	0	0	1
281.0	0	0	0	1
283.0	0	0	0	1
285.0	0	1	0	0
286.0	0	0	0	1
287.0	0	1	0	0
289.0	0	2	0	1
290.0	0	0	0	1
294.0	0	0	0	1
295.0	0	2	0	0
296.0	0	1	0	0
300.0	0	1	0	0
310.0	0	0	0	1
312.0	0	0	0	1
315.0	0	1	0	1
321.0	0	2	0	1
325.0	0	0	0	1
327.0	0	1	0	0
331.0	0	0	0	1
332.0	0	0	0	1
334.0	0	0	0	1
335.0	0	1	0	0
336.0	0	1	0	0
339.0	0	0	0	1
340.0	0	1	0	1
341.0	0	0	0	1
344.0	0	2	0	0
346.0	0	1	0	0
348.0	0	1	0	1
351.0	0	1	0	0
353.0	0	0	0	1
356.0	0	0	0	1
365.0	0	2	0	0
379.0	0	0	0	1
383.0	0	1	0	0
393.0	0	0	0	1
396.0	0	0	0	1
398.0	0	1	0	0
400.0	0	1	0	0
406.0	0	0	0	1
410.0	0	0	0	1
417.0	0	0	0	2
419.0	0	1	0	0
420.0	0	0	0	2
422.0	0	2	0	0
423.0	0	2	0	0
429.0	0	1	0	0
446.0	0	0	0	1
457.0	0	0	0	1
458.0	0	1	0	0
473.0	0	1	0	1
484.0	0	1	0	0
491.0	0	0	0	1
494.0	0	0	0	1
499.0	0	1	0	0
509.0	0	1	0	0
516.0	0	0	0	1
526.0	0	0	0	1
533.0	0	1	0	0
535.0	0	1	0	0
606.0	0	0	0	1
621.0	0	1	0	0
732.0	0	0	0	1
748.0	0	1	0	1
763.0	0	1	0	0
921.0	0	0	0	1
948.0	0	1	0	0
972.0	0	0	0	1
1001.0	0	1	0	0
1133.0	0	0	0	1
1164.0	0	1	0	0
1309.0	0	0	0	1
1343.0	0	1	0	0

