## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[SLX-18684.D701rna_D501rna.HKMGVDRXX.s_2.Star_Aligned.sortedByCoord.out.bam] OUTPUT=SLX-18684.D701rna_D501rna.HKMGVDRXX.s_2.marked_duplicates.bam METRICS_FILE=SLX-18684.D701rna_D501rna.HKMGVDRXX.s_2.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 08 12:38:14 BST 2020

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1690	3488797	1100030	0	599	922920	75613	0.26456	5682319

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
70.0	2.214572	17	0	21
71.0	2.214572	23	0	21
72.0	2.214572	24	0	11
73.0	2.214572	17	0	17
74.0	2.214572	16	0	14
75.0	2.214572	14	0	16
76.0	2.214572	19	0	11
77.0	2.214572	14	0	11
78.0	2.214572	12	0	21
79.0	2.214572	13	0	15
80.0	2.214572	14	0	9
81.0	2.214572	12	0	11
82.0	2.214572	6	0	3
83.0	2.214572	8	0	7
84.0	2.214572	7	0	8
85.0	2.214572	11	0	9
86.0	2.214572	10	0	11
87.0	2.214572	10	0	8
88.0	2.214572	7	0	9
89.0	2.214572	9	0	5
90.0	2.214572	7	0	16
91.0	2.214572	5	0	15
92.0	2.214572	11	0	9
93.0	2.214572	12	0	3
94.0	2.214572	11	0	9
95.0	2.214572	10	0	5
96.0	2.214572	8	0	9
97.0	2.214572	8	0	6
98.0	2.214572	5	0	8
99.0	2.214572	8	0	9
100.0	2.214572	10	0	7
101.0	0	6	0	4
102.0	0	10	0	7
103.0	0	5	0	3
104.0	0	4	0	11
105.0	0	1	0	10
106.0	0	4	0	6
107.0	0	10	0	6
108.0	0	10	0	6
109.0	0	7	0	4
110.0	0	7	0	1
111.0	0	5	0	7
112.0	0	2	0	7
113.0	0	7	0	5
114.0	0	5	0	4
115.0	0	5	0	4
116.0	0	4	0	2
117.0	0	1	0	1
118.0	0	4	0	5
119.0	0	3	0	6
120.0	0	4	0	4
121.0	0	8	0	9
122.0	0	7	0	6
123.0	0	8	0	5
124.0	0	1	0	3
125.0	0	5	0	5
126.0	0	5	0	3
127.0	0	5	0	2
128.0	0	0	0	4
129.0	0	6	0	4
130.0	0	4	0	2
131.0	0	1	0	6
132.0	0	3	0	3
133.0	0	2	0	3
134.0	0	7	0	3
135.0	0	3	0	2
136.0	0	2	0	5
137.0	0	5	0	6
138.0	0	2	0	2
139.0	0	0	0	1
140.0	0	2	0	0
141.0	0	4	0	4
142.0	0	5	0	4
143.0	0	2	0	4
144.0	0	5	0	3
145.0	0	4	0	7
146.0	0	4	0	2
147.0	0	4	0	1
148.0	0	4	0	6
149.0	0	3	0	6
150.0	0	1	0	3
151.0	0	4	0	4
152.0	0	3	0	4
153.0	0	4	0	1
154.0	0	4	0	4
155.0	0	6	0	2
156.0	0	0	0	2
157.0	0	5	0	5
158.0	0	6	0	1
159.0	0	1	0	2
160.0	0	4	0	2
161.0	0	0	0	1
162.0	0	1	0	0
163.0	0	3	0	1
164.0	0	1	0	1
165.0	0	2	0	2
167.0	0	1	0	1
168.0	0	1	0	2
169.0	0	0	0	1
170.0	0	2	0	6
171.0	0	2	0	2
172.0	0	1	0	3
173.0	0	5	0	1
174.0	0	0	0	2
175.0	0	2	0	0
176.0	0	3	0	1
177.0	0	2	0	2
178.0	0	1	0	1
179.0	0	1	0	3
180.0	0	0	0	5
182.0	0	2	0	0
183.0	0	2	0	0
184.0	0	2	0	4
185.0	0	3	0	0
186.0	0	0	0	1
187.0	0	3	0	1
188.0	0	1	0	0
189.0	0	1	0	2
190.0	0	2	0	3
191.0	0	1	0	2
192.0	0	1	0	0
193.0	0	2	0	2
194.0	0	3	0	1
196.0	0	1	0	2
197.0	0	0	0	1
198.0	0	2	0	1
199.0	0	2	0	0
200.0	0	2	0	0
204.0	0	1	0	1
206.0	0	1	0	2
207.0	0	0	0	3
208.0	0	0	0	2
209.0	0	0	0	1
210.0	0	2	0	1
211.0	0	0	0	1
212.0	0	5	0	2
213.0	0	0	0	1
214.0	0	1	0	1
215.0	0	1	0	0
216.0	0	1	0	1
217.0	0	3	0	1
218.0	0	0	0	3
220.0	0	1	0	1
221.0	0	2	0	0
222.0	0	1	0	1
223.0	0	1	0	0
224.0	0	0	0	1
225.0	0	1	0	2
226.0	0	2	0	0
227.0	0	0	0	1
228.0	0	1	0	0
229.0	0	0	0	1
231.0	0	0	0	1
232.0	0	3	0	0
235.0	0	0	0	1
236.0	0	1	0	0
237.0	0	1	0	0
240.0	0	1	0	1
241.0	0	0	0	1
242.0	0	1	0	0
243.0	0	0	0	1
246.0	0	1	0	0
248.0	0	0	0	1
249.0	0	1	0	0
250.0	0	1	0	1
253.0	0	1	0	0
255.0	0	0	0	1
256.0	0	0	0	1
258.0	0	0	0	1
259.0	0	0	0	1
260.0	0	1	0	1
261.0	0	0	0	2
262.0	0	1	0	1
263.0	0	1	0	1
265.0	0	1	0	1
267.0	0	2	0	0
268.0	0	0	0	2
270.0	0	3	0	0
271.0	0	1	0	1
273.0	0	1	0	1
275.0	0	1	0	0
276.0	0	2	0	0
280.0	0	0	0	1
282.0	0	1	0	0
284.0	0	0	0	2
286.0	0	0	0	1
289.0	0	1	0	0
290.0	0	0	0	1
292.0	0	1	0	1
294.0	0	0	0	1
295.0	0	2	0	0
299.0	0	0	0	1
300.0	0	0	0	1
301.0	0	1	0	0
303.0	0	3	0	0
304.0	0	0	0	2
307.0	0	1	0	0
309.0	0	1	0	1
312.0	0	0	0	2
314.0	0	1	0	0
317.0	0	1	0	0
318.0	0	0	0	1
320.0	0	1	0	1
321.0	0	0	0	1
324.0	0	1	0	0
325.0	0	1	0	0
327.0	0	0	0	1
328.0	0	1	0	0
329.0	0	0	0	1
331.0	0	1	0	1
332.0	0	0	0	1
336.0	0	1	0	1
337.0	0	1	0	0
339.0	0	1	0	0
341.0	0	0	0	1
342.0	0	1	0	0
343.0	0	0	0	1
348.0	0	0	0	1
351.0	0	1	0	1
354.0	0	1	0	0
356.0	0	0	0	2
357.0	0	1	0	0
359.0	0	0	0	1
362.0	0	1	0	0
363.0	0	1	0	0
364.0	0	1	0	0
366.0	0	1	0	1
376.0	0	1	0	0
381.0	0	0	0	1
384.0	0	0	0	1
389.0	0	0	0	1
390.0	0	0	0	1
391.0	0	1	0	0
394.0	0	1	0	1
396.0	0	1	0	0
399.0	0	1	0	0
400.0	0	1	0	0
405.0	0	0	0	1
410.0	0	0	0	1
417.0	0	1	0	1
419.0	0	1	0	1
424.0	0	0	0	1
425.0	0	0	0	1
429.0	0	1	0	1
430.0	0	1	0	0
431.0	0	1	0	1
435.0	0	1	0	0
436.0	0	1	0	0
439.0	0	1	0	0
448.0	0	0	0	1
452.0	0	0	0	1
455.0	0	1	0	1
460.0	0	1	0	1
461.0	0	1	0	0
462.0	0	0	0	1
472.0	0	1	0	0
474.0	0	1	0	0
477.0	0	0	0	1
480.0	0	1	0	0
488.0	0	0	0	1
495.0	0	0	0	1
498.0	0	1	0	0
501.0	0	0	0	1
503.0	0	0	0	1
504.0	0	1	0	0
514.0	0	1	0	0
515.0	0	0	0	1
518.0	0	1	0	0
524.0	0	1	0	1
538.0	0	1	0	0
540.0	0	0	0	1
552.0	0	1	0	0
558.0	0	0	0	1
566.0	0	1	0	0
569.0	0	0	0	1
580.0	0	1	0	0
617.0	0	0	0	1
636.0	0	1	0	0
639.0	0	0	0	1
657.0	0	1	0	0
728.0	0	0	0	1
744.0	0	1	0	0
923.0	0	0	0	1
943.0	0	1	0	0
954.0	0	0	0	1
958.0	0	0	0	1
976.0	0	1	0	0
981.0	0	1	0	0
1133.0	0	0	0	1
1159.0	0	1	0	0
1202.0	0	0	0	1
1231.0	0	1	0	0

