## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[SLX-18684.D712rna_D508rna.HKMGVDRXX.s_2.Star_Aligned.sortedByCoord.out.bam] OUTPUT=SLX-18684.D712rna_D508rna.HKMGVDRXX.s_2.marked_duplicates.bam METRICS_FILE=SLX-18684.D712rna_D508rna.HKMGVDRXX.s_2.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 08 14:44:58 BST 2020

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	317	5972757	2115737	0	133	2584790	141431	0.432763	4836281

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
69.0	1.427488	75	0	102
70.0	1.427488	91	0	78
71.0	1.427488	80	0	65
72.0	1.427488	66	0	79
73.0	1.427488	80	0	68
74.0	1.427488	86	0	78
75.0	1.427488	57	0	68
76.0	1.427488	71	0	77
77.0	1.427488	77	0	71
78.0	1.427488	68	0	55
79.0	1.427488	64	0	55
80.0	1.427488	53	0	65
81.0	1.427488	56	0	46
82.0	1.427488	60	0	60
83.0	1.427488	46	0	47
84.0	1.427488	43	1	55
85.0	1.427488	59	0	52
86.0	1.427488	52	0	53
87.0	1.427488	56	0	38
88.0	1.427488	50	0	47
89.0	1.427488	37	0	48
90.0	1.427488	50	0	55
91.0	1.427488	45	0	52
92.0	1.427488	54	0	37
93.0	1.427488	35	0	45
94.0	1.427488	48	0	40
95.0	1.427488	45	0	49
96.0	1.427488	46	0	45
97.0	1.427488	47	0	44
98.0	1.427488	47	0	39
99.0	1.427488	40	0	34
100.0	1.427488	23	0	34
101.0	0	43	0	35
102.0	0	40	0	32
103.0	0	23	0	24
104.0	0	37	0	33
105.0	0	27	0	30
106.0	0	33	0	30
107.0	0	24	0	18
108.0	0	29	0	32
109.0	0	31	0	31
110.0	0	30	0	21
111.0	0	20	0	22
112.0	0	21	0	25
113.0	0	33	0	17
114.0	0	18	0	25
115.0	0	22	0	23
116.0	0	19	0	25
117.0	0	22	0	30
118.0	0	29	0	24
119.0	0	23	0	26
120.0	0	17	0	18
121.0	0	25	0	31
122.0	0	28	0	20
123.0	0	27	0	33
124.0	0	23	0	18
125.0	0	26	0	16
126.0	0	22	0	17
127.0	0	21	0	21
128.0	0	19	0	22
129.0	0	17	0	22
130.0	0	22	0	23
131.0	0	21	0	20
132.0	0	21	0	15
133.0	0	19	0	20
134.0	0	14	0	14
135.0	0	19	0	12
136.0	0	14	0	17
137.0	0	23	0	18
138.0	0	15	0	11
139.0	0	16	0	18
140.0	0	12	0	23
141.0	0	17	0	15
142.0	0	17	0	11
143.0	0	14	0	14
144.0	0	20	0	10
145.0	0	13	0	14
146.0	0	11	0	20
147.0	0	12	0	11
148.0	0	14	0	16
149.0	0	12	0	19
150.0	0	23	0	11
151.0	0	14	0	16
152.0	0	13	0	11
153.0	0	16	0	18
154.0	0	15	0	12
155.0	0	14	0	9
156.0	0	10	0	10
157.0	0	12	0	13
158.0	0	9	0	4
159.0	0	10	0	9
160.0	0	12	0	13
161.0	0	7	0	9
162.0	0	10	0	7
163.0	0	9	0	10
164.0	0	8	0	15
165.0	0	9	0	11
166.0	0	13	0	19
167.0	0	4	0	9
168.0	0	23	0	8
169.0	0	9	0	11
170.0	0	12	0	12
171.0	0	7	0	12
172.0	0	15	0	14
173.0	0	13	0	9
174.0	0	15	0	12
175.0	0	6	0	10
176.0	0	12	0	10
177.0	0	10	0	5
178.0	0	8	0	7
179.0	0	10	0	4
180.0	0	8	0	8
181.0	0	6	0	7
182.0	0	7	0	10
183.0	0	4	0	10
184.0	0	9	0	6
185.0	0	10	0	4
186.0	0	4	0	8
187.0	0	5	0	11
188.0	0	15	0	9
189.0	0	9	0	5
190.0	0	3	0	2
191.0	0	9	0	6
192.0	0	11	0	5
193.0	0	4	0	5
194.0	0	7	0	10
195.0	0	7	0	9
196.0	0	2	0	5
197.0	0	6	0	2
198.0	0	5	0	10
199.0	0	5	0	4
200.0	0	10	0	7
201.0	0	3	0	7
202.0	0	5	0	4
203.0	0	6	0	8
204.0	0	5	0	9
205.0	0	8	0	3
206.0	0	8	0	9
207.0	0	10	0	5
208.0	0	7	0	3
209.0	0	4	0	2
210.0	0	5	0	5
211.0	0	5	0	1
212.0	0	3	0	6
213.0	0	3	0	11
214.0	0	3	0	6
215.0	0	7	0	7
216.0	0	6	0	6
217.0	0	7	0	3
218.0	0	3	0	4
219.0	0	5	0	2
220.0	0	3	0	7
221.0	0	5	0	2
222.0	0	9	0	4
223.0	0	1	0	5
224.0	0	6	0	5
225.0	0	3	0	5
226.0	0	3	0	1
227.0	0	5	0	3
228.0	0	3	0	6
229.0	0	6	0	6
230.0	0	3	0	5
231.0	0	3	0	2
232.0	0	5	0	6
233.0	0	5	0	8
234.0	0	6	0	4
235.0	0	5	0	5
236.0	0	4	0	5
237.0	0	2	0	4
238.0	0	3	0	4
239.0	0	7	0	4
240.0	0	7	0	7
241.0	0	2	0	4
242.0	0	10	0	3
243.0	0	4	0	2
244.0	0	5	0	4
245.0	0	5	0	2
246.0	0	2	0	9
247.0	0	5	0	3
248.0	0	3	0	3
249.0	0	1	0	3
250.0	0	6	0	2
251.0	0	3	0	7
252.0	0	3	0	4
253.0	0	5	0	7
254.0	0	3	0	1
255.0	0	5	0	3
256.0	0	2	0	1
257.0	0	5	0	2
258.0	0	4	0	1
259.0	0	1	0	2
260.0	0	3	0	3
261.0	0	4	0	2
262.0	0	3	0	4
263.0	0	3	0	7
264.0	0	5	0	6
265.0	0	3	0	3
266.0	0	3	0	4
267.0	0	5	0	2
268.0	0	2	0	3
269.0	0	2	0	2
270.0	0	3	0	0
271.0	0	4	0	4
272.0	0	5	0	6
273.0	0	1	0	4
274.0	0	2	0	0
275.0	0	4	0	6
276.0	0	1	0	2
277.0	0	2	0	4
278.0	0	4	0	4
279.0	0	4	0	3
280.0	0	2	0	3
281.0	0	1	0	2
282.0	0	3	0	1
283.0	0	8	0	3
284.0	0	4	0	3
285.0	0	2	0	1
286.0	0	5	0	3
287.0	0	2	0	1
288.0	0	4	0	3
289.0	0	2	0	1
290.0	0	0	0	5
291.0	0	2	0	1
292.0	0	1	0	0
294.0	0	1	0	2
295.0	0	3	0	1
296.0	0	4	0	5
297.0	0	4	0	4
298.0	0	2	0	0
299.0	0	0	0	1
300.0	0	1	0	1
301.0	0	2	0	3
302.0	0	1	0	2
303.0	0	2	0	4
304.0	0	3	0	2
305.0	0	3	0	3
306.0	0	2	0	2
307.0	0	3	0	3
308.0	0	2	0	1
309.0	0	1	0	1
310.0	0	3	0	0
311.0	0	1	0	3
312.0	0	3	0	3
313.0	0	2	0	1
314.0	0	2	0	1
315.0	0	1	0	1
316.0	0	1	0	1
317.0	0	1	0	0
318.0	0	4	0	2
320.0	0	2	0	1
321.0	0	0	0	1
322.0	0	3	0	2
323.0	0	1	0	2
324.0	0	1	0	1
325.0	0	0	0	2
326.0	0	0	0	3
327.0	0	2	0	1
328.0	0	1	0	2
329.0	0	2	0	3
330.0	0	3	0	2
331.0	0	1	0	1
333.0	0	3	0	2
334.0	0	1	0	1
335.0	0	1	0	2
336.0	0	1	0	0
337.0	0	2	0	2
338.0	0	2	0	2
339.0	0	2	0	3
340.0	0	1	0	2
341.0	0	3	0	2
342.0	0	2	0	1
343.0	0	1	0	1
344.0	0	2	0	3
345.0	0	0	0	2
346.0	0	1	0	2
347.0	0	1	0	0
348.0	0	3	0	1
349.0	0	1	0	5
350.0	0	2	0	3
351.0	0	5	0	0
352.0	0	0	0	2
353.0	0	1	0	0
354.0	0	2	0	2
355.0	0	2	0	0
356.0	0	1	0	0
357.0	0	1	0	2
358.0	0	4	0	3
359.0	0	3	0	0
360.0	0	1	0	0
361.0	0	0	0	1
362.0	0	1	0	1
364.0	0	1	0	0
365.0	0	2	0	1
366.0	0	3	0	1
368.0	0	1	0	3
369.0	0	1	0	4
370.0	0	1	0	0
371.0	0	0	0	1
372.0	0	3	0	1
374.0	0	2	0	0
375.0	0	2	0	0
376.0	0	0	0	2
377.0	0	1	0	2
378.0	0	0	0	3
380.0	0	1	0	1
381.0	0	0	0	1
382.0	0	1	0	0
383.0	0	1	0	3
384.0	0	2	0	0
385.0	0	1	0	2
386.0	0	1	0	3
387.0	0	1	0	0
388.0	0	0	0	2
389.0	0	1	0	1
390.0	0	5	0	0
392.0	0	2	0	1
393.0	0	2	0	0
394.0	0	0	0	2
396.0	0	0	0	1
397.0	0	2	0	0
398.0	0	1	0	1
400.0	0	1	0	0
401.0	0	1	0	1
402.0	0	2	0	2
404.0	0	0	0	2
405.0	0	1	0	0
406.0	0	0	0	1
408.0	0	1	0	2
409.0	0	0	0	2
410.0	0	1	0	2
411.0	0	1	0	0
412.0	0	0	0	1
413.0	0	0	0	1
414.0	0	2	0	1
415.0	0	1	0	3
416.0	0	1	0	0
417.0	0	3	0	2
418.0	0	0	0	2
419.0	0	1	0	2
420.0	0	2	0	2
421.0	0	1	0	1
422.0	0	2	0	3
423.0	0	1	0	0
424.0	0	1	0	1
425.0	0	1	0	0
426.0	0	2	0	1
427.0	0	1	0	2
428.0	0	1	0	0
429.0	0	2	0	0
430.0	0	1	0	1
431.0	0	1	0	0
432.0	0	3	0	0
434.0	0	3	0	1
435.0	0	1	0	2
436.0	0	1	0	1
437.0	0	0	0	1
438.0	0	0	0	2
439.0	0	1	0	0
440.0	0	0	0	1
442.0	0	2	0	0
443.0	0	0	0	2
444.0	0	1	0	1
445.0	0	0	0	1
446.0	0	0	0	1
448.0	0	1	0	0
449.0	0	0	0	1
450.0	0	4	0	1
451.0	0	3	0	1
457.0	0	1	0	0
458.0	0	0	0	1
459.0	0	1	0	0
460.0	0	0	0	1
461.0	0	0	0	2
462.0	0	1	0	0
465.0	0	0	0	1
466.0	0	1	0	1
467.0	0	2	0	0
469.0	0	0	0	2
470.0	0	1	0	2
472.0	0	1	0	1
473.0	0	0	0	2
474.0	0	1	0	0
476.0	0	1	0	1
477.0	0	1	0	0
478.0	0	1	0	1
479.0	0	1	0	0
480.0	0	0	0	1
481.0	0	2	0	0
482.0	0	1	0	1
483.0	0	1	0	0
485.0	0	1	0	0
486.0	0	0	0	1
487.0	0	0	0	1
490.0	0	0	0	1
491.0	0	1	0	0
492.0	0	2	0	0
495.0	0	1	0	0
497.0	0	2	0	0
498.0	0	0	0	3
499.0	0	0	0	1
501.0	0	0	0	1
503.0	0	0	0	1
504.0	0	1	0	0
505.0	0	1	0	0
506.0	0	0	0	1
508.0	0	1	0	0
509.0	0	2	0	0
510.0	0	0	0	1
511.0	0	1	0	0
513.0	0	1	0	0
514.0	0	0	0	1
516.0	0	1	0	1
517.0	0	0	0	1
519.0	0	1	0	1
520.0	0	0	0	1
521.0	0	0	0	1
522.0	0	0	0	1
524.0	0	1	0	1
527.0	0	1	0	1
528.0	0	2	0	0
531.0	0	0	0	2
532.0	0	1	0	0
533.0	0	0	0	2
534.0	0	0	0	1
535.0	0	2	0	0
536.0	0	1	0	0
539.0	0	1	0	0
540.0	0	0	0	1
541.0	0	1	0	0
543.0	0	0	0	1
544.0	0	1	0	0
546.0	0	1	0	1
547.0	0	1	0	0
549.0	0	0	0	2
550.0	0	3	0	0
552.0	0	0	0	1
553.0	0	0	0	1
555.0	0	1	0	1
556.0	0	0	0	1
557.0	0	0	0	1
561.0	0	1	0	0
564.0	0	1	0	2
566.0	0	1	0	0
568.0	0	2	0	2
569.0	0	1	0	0
572.0	0	1	0	0
573.0	0	0	0	1
574.0	0	1	0	0
575.0	0	0	0	1
577.0	0	1	0	0
578.0	0	1	0	0
584.0	0	0	0	1
586.0	0	0	0	1
587.0	0	1	0	0
590.0	0	1	0	3
593.0	0	0	0	1
594.0	0	1	0	0
597.0	0	0	0	1
598.0	0	0	0	2
599.0	0	1	0	0
602.0	0	2	0	0
603.0	0	1	0	0
604.0	0	2	0	0
605.0	0	0	0	1
608.0	0	1	0	0
610.0	0	1	0	0
619.0	0	1	0	0
620.0	0	1	0	0
624.0	0	0	0	1
626.0	0	0	0	1
627.0	0	0	0	1
628.0	0	0	0	1
629.0	0	1	0	0
642.0	0	2	0	0
643.0	0	0	0	1
644.0	0	0	0	2
645.0	0	1	0	0
647.0	0	0	0	1
650.0	0	0	0	1
653.0	0	0	0	1
655.0	0	1	0	0
656.0	0	1	0	0
660.0	0	1	0	0
661.0	0	1	0	0
662.0	0	2	0	0
670.0	0	0	0	1
674.0	0	0	0	1
677.0	0	0	0	1
678.0	0	0	0	1
682.0	0	0	0	1
684.0	0	1	0	0
689.0	0	1	0	1
690.0	0	1	0	0
691.0	0	0	0	1
695.0	0	0	0	2
696.0	0	0	0	1
697.0	0	1	0	0
700.0	0	1	0	0
704.0	0	1	0	0
708.0	0	1	0	0
712.0	0	0	0	1
713.0	0	1	0	0
715.0	0	1	0	1
717.0	0	0	0	2
718.0	0	1	0	0
719.0	0	0	0	1
720.0	0	0	0	1
721.0	0	0	0	2
724.0	0	0	0	1
727.0	0	1	0	0
728.0	0	1	0	0
734.0	0	1	0	0
736.0	0	1	0	0
737.0	0	2	0	0
738.0	0	2	0	0
739.0	0	1	0	0
743.0	0	0	0	1
746.0	0	0	0	1
749.0	0	0	0	1
753.0	0	0	0	1
757.0	0	1	0	0
758.0	0	0	0	1
760.0	0	1	0	0
765.0	0	1	0	0
777.0	0	1	0	0
780.0	0	1	0	0
789.0	0	0	0	1
790.0	0	0	0	1
793.0	0	0	0	1
799.0	0	0	0	1
802.0	0	0	0	1
806.0	0	1	0	0
808.0	0	0	0	1
811.0	0	1	0	0
812.0	0	1	0	0
821.0	0	1	0	0
824.0	0	1	0	1
833.0	0	1	0	0
838.0	0	1	0	0
847.0	0	0	0	1
851.0	0	0	0	1
859.0	0	0	0	1
862.0	0	1	0	0
867.0	0	1	0	0
877.0	0	1	0	1
884.0	0	0	0	1
890.0	0	0	0	1
898.0	0	1	0	1
901.0	0	1	0	0
908.0	0	1	0	0
911.0	0	0	0	1
916.0	0	1	0	0
919.0	0	0	0	1
924.0	0	1	0	0
942.0	0	1	0	0
1046.0	0	0	0	1
1061.0	0	0	0	1
1072.0	0	1	0	0
1086.0	0	0	0	1
1091.0	0	1	0	0
1099.0	0	1	0	1
1108.0	0	0	0	1
1113.0	0	1	0	0
1135.0	0	1	0	0
1196.0	0	0	0	1
1205.0	0	0	0	1
1215.0	0	0	0	1
1227.0	0	0	0	1
1228.0	0	1	0	0
1233.0	0	1	0	0
1241.0	0	1	0	1
1243.0	0	0	0	1
1253.0	0	1	0	0
1269.0	0	1	0	0
1275.0	0	1	0	0
1335.0	0	0	0	2
1362.0	0	1	0	0
1376.0	0	1	0	0
1425.0	0	0	0	1
1451.0	0	1	0	0
1470.0	0	0	0	1
1476.0	0	0	0	1
1498.0	0	1	0	0
1509.0	0	1	0	0
1642.0	0	0	0	1
1674.0	0	1	0	0
1702.0	0	0	0	1
1747.0	0	1	0	0
1797.0	0	0	0	1
1852.0	0	1	0	0
2341.0	0	0	0	1
2399.0	0	1	0	0
2512.0	0	0	0	1
2569.0	0	1	0	0
3106.0	0	0	0	1
3161.0	0	1	0	0
3747.0	0	0	0	1
3830.0	0	1	0	0

