## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[SLX-18684.D702rna_D505rna.HKMGVDRXX.s_2.Star_Aligned.sortedByCoord.out.bam] OUTPUT=SLX-18684.D702rna_D505rna.HKMGVDRXX.s_2.marked_duplicates.bam METRICS_FILE=SLX-18684.D702rna_D505rna.HKMGVDRXX.s_2.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 08 12:40:08 BST 2020

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	604	2736351	899907	0	197	741408	64281	0.270954	4337792

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
189.0	0	3	0	1
190.0	0	1	0	2
191.0	0	2	0	1
192.0	0	0	0	1
193.0	0	1	0	0
194.0	0	3	0	0
196.0	0	0	0	1
198.0	0	1	0	1
199.0	0	1	0	4
200.0	0	2	0	1
201.0	0	2	0	2
203.0	0	1	0	0
204.0	0	1	0	2
206.0	0	1	0	1
207.0	0	2	0	0
208.0	0	1	0	1
209.0	0	0	0	1
210.0	0	0	0	1
212.0	0	1	0	0
213.0	0	1	0	0
214.0	0	1	0	0
215.0	0	1	0	2
218.0	0	1	0	0
220.0	0	0	0	2
221.0	0	1	0	0
222.0	0	1	0	2
223.0	0	0	0	2
225.0	0	0	0	2
226.0	0	2	0	0
227.0	0	2	0	1
228.0	0	2	0	0
229.0	0	1	0	1
230.0	0	1	0	1
231.0	0	0	0	1
233.0	0	1	0	2
234.0	0	0	0	2
235.0	0	1	0	0
236.0	0	0	0	1
237.0	0	1	0	1
238.0	0	3	0	1
239.0	0	2	0	0
240.0	0	1	0	0
241.0	0	0	0	1
244.0	0	1	0	1
245.0	0	1	0	1
248.0	0	1	0	0
249.0	0	0	0	2
250.0	0	1	0	1
251.0	0	2	0	0
253.0	0	1	0	0
256.0	0	0	0	1
257.0	0	0	0	1
259.0	0	0	0	1
261.0	0	0	0	1
262.0	0	0	0	1
263.0	0	1	0	0
264.0	0	2	0	0
266.0	0	1	0	0
267.0	0	1	0	0
268.0	0	0	0	1
269.0	0	1	0	0
274.0	0	1	0	0
277.0	0	0	0	1
280.0	0	0	0	1
282.0	0	0	0	1
287.0	0	1	0	0
288.0	0	1	0	1
289.0	0	0	0	3
290.0	0	1	0	1
291.0	0	1	0	0
292.0	0	2	0	0
294.0	0	1	0	0
299.0	0	1	0	1
301.0	0	0	0	1
302.0	0	0	0	1
305.0	0	0	0	1
306.0	0	1	0	0
309.0	0	1	0	0
310.0	0	1	0	1
315.0	0	1	0	1
316.0	0	0	0	2
317.0	0	0	0	1
318.0	0	0	0	2
320.0	0	1	0	0
321.0	0	1	0	0
322.0	0	1	0	0
323.0	0	1	0	0
324.0	0	3	0	0
328.0	0	0	0	1
329.0	0	0	0	1
331.0	0	1	0	1
335.0	0	0	0	1
337.0	0	1	0	0
340.0	0	0	0	1
342.0	0	1	0	0
344.0	0	1	0	0
346.0	0	1	0	0
349.0	0	0	0	1
351.0	0	0	0	1
353.0	0	0	0	1
354.0	0	0	0	1
360.0	0	1	0	1
362.0	0	0	0	1
363.0	0	1	0	0
366.0	0	1	0	1
368.0	0	2	0	0
374.0	0	1	0	0
375.0	0	1	0	0
376.0	0	0	0	1
378.0	0	0	0	1
379.0	0	0	0	1
381.0	0	0	0	1
384.0	0	0	0	1
387.0	0	1	0	0
390.0	0	1	0	0
391.0	0	1	0	0
392.0	0	1	0	0
393.0	0	1	0	0
409.0	0	0	0	1
415.0	0	1	0	0
425.0	0	0	0	1
427.0	0	1	0	2
436.0	0	1	0	0
439.0	0	1	0	0
452.0	0	0	0	1
454.0	0	0	0	1
460.0	0	1	0	0
465.0	0	1	0	0
484.0	0	0	0	1
486.0	0	0	0	1
489.0	0	1	0	0
494.0	0	1	0	0
514.0	0	0	0	1
526.0	0	1	0	0
542.0	0	0	0	1
553.0	0	0	0	1
557.0	0	1	0	0
566.0	0	1	0	0
660.0	0	0	0	1
679.0	0	1	0	0
856.0	0	0	0	1
886.0	0	1	0	0
926.0	0	0	0	1
951.0	0	1	0	0
1023.0	0	0	0	1
1057.0	0	1	0	0
1182.0	0	0	0	1
1223.0	0	1	0	0
1259.0	0	0	0	1
1284.0	0	0	0	1
1306.0	0	1	0	0
1329.0	0	1	0	0

